word,tbcl_level,cefr,category,zhuyin,pinyin,written_freq_per_million,spoken_freq_per_million
撿,5,B2,核心詞,ㄐㄧㄢˇ,jiǎn,18,60
簡報,5,B2,,ㄐㄧㄢˇ ㄅㄠˋ,jiǎn bào,12,3
簡便,5,B2,核心詞,ㄐㄧㄢˇ ㄅㄧㄢˋ,jiǎn biàn,4,1
簡稱,5,B2,核心詞,ㄐㄧㄢˇ ㄔㄥ,jiǎn chēng,12,8
減低,5,B2,核心詞,ㄐㄧㄢˇ ㄉㄧ,jiǎn dī,16,8
簡短,5,B2,核心詞,ㄐㄧㄢˇ ㄉㄨㄢˇ,jiǎn duǎn,15,3
簡介,5,B2,教育、學習,ㄐㄧㄢˇ ㄐㄧㄝˋ,jiǎn jiè,17,3
減輕,5,B2,核心詞,ㄐㄧㄢˇ ㄑㄧㄥ,jiǎn qīng,29,21
檢討,5,B2,核心詞,ㄐㄧㄢˇ ㄊㄠˇ,jiǎn tǎo,27,14
檢驗,5,B2,核心詞,ㄐㄧㄢˇ ㄧㄢˋ,jiǎn yàn,32,22
劍,5,B2,文化,ㄐㄧㄢˋ,jiàn,52,10
箭,5,B2,文化,ㄐㄧㄢˋ,jiàn,48,7
間接,5,B2,核心詞,ㄐㄧㄢˋ ㄐㄧㄝ,jiàn jiē,18,13
見解,5,B2,教育、學習,ㄐㄧㄢˋ ㄐㄧㄝˇ,jiàn jiě,22,5
建立,5,B2,職業,ㄐㄧㄢˋ ㄌㄧˋ,jiàn lì,217,82
鍵盤,5,B2,核心詞,ㄐㄧㄢˋ ㄆㄢˊ,jiàn pán,15,4
健全,5,B2,身體、醫療,ㄐㄧㄢˋ ㄑㄩㄢˊ,jiàn quán,20,13
建設,5,B2,職業,ㄐㄧㄢˋ ㄕㄜˋ,jiàn shè,36,41
健身,5,B2,,ㄐㄧㄢˋ ㄕㄣ,jiàn shēn,10,5
健身房,5,B2,,ㄐㄧㄢˋ ㄕㄣ ㄈㄤˊ,jiàn shēn fáng,5,3
見識,5,B2,核心詞,ㄐㄧㄢˋ ㄕˋ,jiàn shì,17,3
箭頭,5,B2,核心詞,ㄐㄧㄢˋ ㄊㄡˊ,jiàn tóu,5,2
建造,5,B2,核心詞,ㄐㄧㄢˋ ㄗㄠˋ,jiàn zào,30,33
薑,5,B2,餐飲、烹飪,ㄐㄧㄤ,jiāng,8,18
講解,5,B2,教育、學習,ㄐㄧㄤˇ ㄐㄧㄝˇ,jiǎng jiě,6,8
獎金,5,B2,職業,ㄐㄧㄤˇ ㄐㄧㄣ,jiǎng jīn,13,8
講究,5,B2,核心詞,ㄐㄧㄤˇ ㄐㄧㄡˋ,jiǎng jiù,21,19
獎勵,5,B2,職業,ㄐㄧㄤˇ ㄌㄧˋ,jiǎng lì,23,9
講台/講臺,5,B2,教育、學習,ㄐㄧㄤˇ ㄊㄞˊ,jiǎng tái,7,3
講義,5,B2,教育、學習,ㄐㄧㄤˇ ㄧˋ,jiǎng yì,5,6
降1,5,B2,核心詞,ㄐㄧㄤˋ,jiàng,37,52
降價,5,B2,購物、商店,ㄐㄧㄤˋ ㄐㄧㄚˋ,jiàng jià,4,1
降落,5,B2,交通、旅遊,ㄐㄧㄤˋ ㄌㄨㄛˋ,jiàng luò,10,8
驕傲,5,B2,情緒、態度,ㄐㄧㄠ ㄠˋ,jiāo ào,33,32
交代,5,B2,核心詞,ㄐㄧㄠ ㄉㄞˋ,jiāo dài,24,21
焦點,5,B2,教育、學習,ㄐㄧㄠ ㄉㄧㄢˇ,jiāo diǎn,38,38
焦慮,5,B2,核心詞,ㄐㄧㄠ ㄌㄩˋ,jiāo lǜ,72,14
交談,5,B2,核心詞,ㄐㄧㄠ ㄊㄢˊ,jiāo tán,40,6
交往,5,B2,社交、人際,ㄐㄧㄠ ㄨㄤˇ,jiāo wǎng,28,9
交易,5,B2,職業,ㄐㄧㄠ ㄧˋ,jiāo yì,38,15
交友,5,B2,個人資料,ㄐㄧㄠ ㄧㄡˇ,jiāo yǒu,4,3
攪,5,B2,餐飲、烹飪,ㄐㄧㄠˇ,jiǎo,6,11
角,5,B2,核心詞,ㄐㄧㄠˇ / ㄐㄩㄝˊ,jiǎo / jué,40,37
角度,5,B2,教育、學習,ㄐㄧㄠˇ ㄉㄨˋ,jiǎo dù,94,120
腳尖,5,B2,身體、醫療,ㄐㄧㄠˇㄐㄧㄢ,jiǎo jiān,7,1
角落,5,B2,核心詞,ㄐㄧㄠˇ ㄌㄨㄛˋ,jiǎo luò,44,40
腳印,5,B2,核心詞,ㄐㄧㄠˇ ㄧㄣˋ,jiǎo yìn,10,11
教材,5,B2,教育、學習,ㄐㄧㄠˋ ㄘㄞˊ,jiào cái,14,12
教導,5,B2,核心詞,ㄐㄧㄠˋ ㄉㄠˇ,jiào dǎo,73,46
教會,5,B2,文化,ㄐㄧㄠˋ ㄏㄨㄟˋ,jiào huì,39,32
教練,5,B2,休閒、娛樂,ㄐㄧㄠˋ ㄌㄧㄢˋ,jiào liàn,46,38
教徒,5,B2,文化,ㄐㄧㄠˋ ㄊㄨˊ,jiào tú,8,11
教訓,5,B2,核心詞,ㄐㄧㄠˋ ㄒㄩㄣˋ,jiào xùn,36,12
教育部,5,B2,社會,ㄐㄧㄠˋ ㄩˋ ㄅㄨˋ,jiào yù bù,12,8
皆,5,B2,核心詞,ㄐㄧㄝ,jiē,151,17
接待,5,B2,餐飲、烹飪,ㄐㄧㄝ ㄉㄞˋ,jiē dài,18,8
階級,5,B2,社會,ㄐㄧㄝ ㄐㄧˊ,jiē jí,59,9
接收,5,B2,核心詞,ㄐㄧㄝ ㄕㄡ,jiē shōu,19,8
街頭,5,B2,購物、商店,ㄐㄧㄝ ㄊㄡˊ,jiē tóu,26,49
結,5,B2,核心詞,ㄐㄧㄝˊ,jié,32,39
傑出,5,B2,核心詞,ㄐㄧㄝˊ ㄔㄨ,jié chū,32,10
結構,5,B2,教育、學習,ㄐㄧㄝˊ ㄍㄡˋ,jié gòu,152,85
結局,5,B2,休閒、娛樂,ㄐㄧㄝˊ ㄐㄩˊ,jié jú,27,6
節能,5,B2,職業,ㄐㄧㄝˊ ㄋㄥˊ,jié néng,1,43
節省,5,B2,核心詞,ㄐㄧㄝˊ ㄕㄥˇ,jié shěng,16,34
結尾,5,B2,休閒、娛樂,ㄐㄧㄝˊ ㄨㄟˇ,jié wěi,13,2
截止,5,B2,核心詞,ㄐㄧㄝˊ ㄓˇ,jié zhǐ,3,1
節奏,5,B2,核心詞,ㄐㄧㄝˊ ㄗㄡˋ,jié zòu,28,15
解除,5,B2,安全,ㄐㄧㄝˇ ㄔㄨˊ,jiě chú,26,22
解答,5,B2,教育、學習,ㄐㄧㄝˇ ㄉㄚˊ,jiě dá,20,16
解開,5,B2,日常起居,ㄐㄧㄝˇ ㄎㄞ,jiě kāi,25,25
解渴,5,B2,核心詞,ㄐㄧㄝˇ ㄎㄜˇ,jiě kě,3,8
解說,5,B2,教育、學習,ㄐㄧㄝˇ ㄕㄨㄛ,jiě shuō,17,23
屆,5,B2,核心詞,ㄐㄧㄝˋ,jiè,26,27
戒,5,B2,安全,ㄐㄧㄝˋ,jiè,16,19
藉口,5,B2,核心詞,ㄐㄧㄝˋ ㄎㄡˇ,jiè kǒu,32,10
借用,5,B2,核心詞,ㄐㄧㄝˋ ㄩㄥˋ,jiè yòng,12,3
戒指,5,B2,購物、商店,ㄐㄧㄝˋ ㄓˇ,jiè zhǐ,13,4
禁不住,5,B2,核心詞,ㄐㄧㄣ ㄅㄨˊ ㄓㄨˋ,jīn bú zhù,6,0
金額,5,B2,,ㄐㄧㄣ ㄜˊ,jīn é,14,15
金牌,5,B2,休閒、娛樂,ㄐㄧㄣ ㄆㄞˊ,jīn pái,5,3
金融,5,B2,社會,ㄐㄧㄣ ㄖㄨㄥˊ,jīn róng,32,43
金屬,5,B2,自然環境,ㄐㄧㄣ ㄕㄨˇ,jīn shǔ,21,20
金子,5,B2,自然環境,ㄐㄧㄣ ˙ㄗ,jīn zi,13,1
儘管,5,B2,核心詞,ㄐㄧㄣˇ ㄍㄨㄢˇ,jǐn guǎn,145,53
緊急,5,B2,身體、醫療,ㄐㄧㄣˇ ㄐㄧˊ,jǐn jí,34,57
僅僅/僅,5,B2,核心詞,ㄐㄧㄣˇ ㄐㄧㄣˇ / ㄐㄧㄣˇ,jǐn jǐn / jǐn,131,32
緊密,5,B2,核心詞,ㄐㄧㄣˇ ㄇㄧˋ,jǐn mì,21,16
謹慎,5,B2,核心詞,ㄐㄧㄣˇ ㄕㄣˋ,jǐn shèn,37,16
近代,5,B2,教育、學習,ㄐㄧㄣˋ ㄉㄞˋ,jìn dài,23,10
進度,5,B2,教育、學習,ㄐㄧㄣˋ ㄉㄨˋ,jìn dù,14,16
進攻,5,B2,休閒、娛樂,ㄐㄧㄣˋ ㄍㄨㄥ,jìn gōng,34,5
盡快/儘快,5,B2,核心詞,ㄐㄧㄣˋ ㄎㄨㄞˋ/ㄐㄧㄣˇ ㄎㄨㄞˋ,jìn kuài/jǐn kuài,19,25
近來,5,B2,核心詞,ㄐㄧㄣˋ ㄌㄞˊ,jìn lái,11,4
盡力,5,B2,核心詞,ㄐㄧㄣˋ ㄌㄧˋ,jìn lì,25,21
盡量/儘量,5,B2,核心詞,ㄐㄧㄣˋ ㄌㄧㄤˋ/ㄐㄧㄣˇ ㄌㄧㄤˋ,jìn liàng/jǐn liàng,76,117
近視,5,B2,身體、醫療,ㄐㄧㄣˋ ㄕˋ,jìn shì,4,2
進行,5,B2,核心詞,ㄐㄧㄣˋ ㄒㄧㄥˊ,jìn xíng,343,288
進展,5,B2,職業,ㄐㄧㄣˋ ㄓㄢˇ,jìn zhǎn,37,12
禁止,5,B2,核心詞,ㄐㄧㄣˋ ㄓˇ,jìn zhǐ,32,38
精彩/精采,5,B2,休閒、娛樂,ㄐㄧㄥ ㄘㄞˇ,jīng cǎi,42,51
經費,5,B2,職業,ㄐㄧㄥ ㄈㄟˋ,jīng fèi,29,33
經濟學,5,B2,教育、學習,ㄐㄧㄥ ㄐㄧˋ ㄒㄩㄝˊ,jīng jì xué,16,7
精力,5,B2,身體、醫療,ㄐㄧㄥ ㄌㄧˋ,jīng lì,39,9
經歷,5,B2,核心詞,ㄐㄧㄥ ㄌㄧˋ,jīng lì,98,68
驚奇,5,B2,核心詞,ㄐㄧㄥ ㄑㄧˊ,jīng qí,24,5
精確,5,B2,核心詞,ㄐㄧㄥ ㄑㄩㄝˋ,jīng què,25,10
驚人,5,B2,核心詞,ㄐㄧㄥ ㄖㄣˊ,jīng rén,44,37
驚喜,5,B2,核心詞,ㄐㄧㄥ ㄒㄧˇ,jīng xǐ,19,19
精心,5,B2,情緒、態度,ㄐㄧㄥ ㄒㄧㄣ,jīng xīn,18,6
經營,5,B2,職業,ㄐㄧㄥ ㄧㄥˊ,jīng yíng,160,93
經由,5,B2,核心詞,ㄐㄧㄥ ㄧㄡˊ,jīng yóu,47,28
井,5,B2,核心詞,ㄐㄧㄥˇ,jǐng,38,21
警察局,5,B2,安全,ㄐㄧㄥˇ ㄔㄚˊ ㄐㄩˊ,jǐng chá jú,9,6
景點,5,B2,交通、旅遊,ㄐㄧㄥˇ ㄉㄧㄢˇ,jǐng diǎn,6,19
警告,5,B2,核心詞,ㄐㄧㄥˇ ㄍㄠˋ,jǐng gào,43,28
景氣,5,B2,社會,ㄐㄧㄥˇ ㄑㄧˋ,jǐng qì,8,9
警衛,5,B2,安全,ㄐㄧㄥˇ ㄨㄟˋ,jǐng wèi,11,2
景象,5,B2,交通、旅遊,ㄐㄧㄥˇ ㄒㄧㄤˋ,jǐng xiàng,33,28
敬酒,5,B2,社交、人際,ㄐㄧㄥˋ ㄐㄧㄡˇ,jìng jiǔ,4,1
競賽,5,B2,休閒、娛樂,ㄐㄧㄥˋ ㄙㄞˋ,jìng sài,18,10
鏡頭,5,B2,休閒、娛樂,ㄐㄧㄥˋ ㄊㄡˊ,jìng tóu,28,32
競選,5,B2,社會,ㄐㄧㄥˋ ㄒㄩㄢˇ,jìng xuǎn,9,6
糾紛,5,B2,安全,ㄐㄧㄡ ㄈㄣ,jiū fēn,11,4
酒店,5,B2,交通、旅遊,ㄐㄧㄡˇ ㄉㄧㄢˋ,jiǔ diàn,13,4
酒精,5,B2,,ㄐㄧㄡˇ ㄐㄧㄥ,jiǔ jīng,16,15
就讀,5,B2,教育、學習,ㄐㄧㄡˋ ㄉㄨˊ,jiù dú,19,23
究竟,5,B2,核心詞,ㄐㄧㄡˋ ㄐㄧㄥˋ,jiù jìng,104,50
救命,5,B2,身體、醫療,ㄐㄧㄡˋ ㄇㄧㄥˋ,jiù mìng,10,13
就學,5,B2,職業,ㄐㄧㄡˋ ㄒㄩㄝˊ,jiù xué,5,7
就業,5,B2,職業,ㄐㄧㄡˋ ㄧㄝˋ,jiù yè,14,41
居住,5,B2,日常起居,ㄐㄩ ㄓㄨˋ,jū zhù,45,58
局,5,B2,核心詞,ㄐㄩˊ,jú,27,18
舉動,5,B2,核心詞,ㄐㄩˇ ㄉㄨㄥˋ,jǔ dòng,24,11
具備,5,B2,核心詞,ㄐㄩˋ ㄅㄟˋ,jù bèi,49,22
劇本,5,B2,休閒、娛樂,ㄐㄩˋ ㄅㄣˇ,jù běn,39,9
巨大/巨,5,B2,核心詞,ㄐㄩˋ ㄉㄚˋ/ㄐㄩˋ,jù dà/jù,89,45
聚會,5,B2,社交、人際,ㄐㄩˋ ㄏㄨㄟˋ,jù huì,28,11
聚集,5,B2,核心詞,ㄐㄩˋ ㄐㄧˊ,jù jí,33,42
俱樂部,5,B2,社交、人際,ㄐㄩˋ ㄌㄜˋ ㄅㄨˋ,jù lè bù,28,5
劇烈,5,B2,身體、醫療,ㄐㄩˋ ㄌㄧㄝˋ,jù liè,18,21
劇情,5,B2,休閒、娛樂,ㄐㄩˋ ㄑㄧㄥˊ,jù qíng,13,4
具有,5,B2,,ㄐㄩˋ ㄧㄡˇ,jù yǒu,205,92
卷,5,B2,核心詞,ㄐㄩㄢˇ/ㄐㄩㄢˋ,juǎn/juàn,82,9
捐,5,B2,核心詞,ㄐㄩㄢ,juān,13,34
捐款,5,B2,社會,ㄐㄩㄢ ㄎㄨㄢˇ,juān kuǎn,8,16
捲,5,B2,核心詞,ㄐㄩㄢˇ,juǎn,19,15
決策,5,B2,職業,ㄐㄩㄝˊ ㄘㄜˋ,jué cè,74,9
決賽,5,B2,休閒、娛樂,ㄐㄩㄝˊ ㄙㄞˋ,jué sài,3,1
絕望,5,B2,情緒、態度,ㄐㄩㄝˊ ㄨㄤˋ,jué wàng,37,10
軍人,5,B2,職業,ㄐㄩㄣ ㄖㄣˊ,jūn rén,33,25
軍事,5,B2,社會,ㄐㄩㄣ ㄕˋ,jūn shì,73,91
卡,5,B2,公共服務,ㄎㄚˇ,kǎ,16,42
開除,5,B2,職業,ㄎㄞ ㄔㄨˊ,kāi chú,12,5
開創,5,B2,核心詞,ㄎㄞ ㄔㄨㄤˋ,kāi chuàng,19,10
開刀,5,B2,身體、醫療,ㄎㄞ ㄉㄠ,kāi dāo,15,39
開發,5,B2,職業,ㄎㄞ ㄈㄚ,kāi fā,76,103
開關,5,B2,核心詞,ㄎㄞ ㄍㄨㄢ,kāi guān,22,12
開戶,5,B2,公共服務,ㄎㄞ ㄏㄨˋ,kāi hù,1,1
開幕式,5,B2,休閒、娛樂,ㄎㄞ ㄇㄨˋ ㄕˋ,kāi mù shì,2,1
開頭,5,B2,核心詞,ㄎㄞ ㄊㄡˊ,kāi tóu,18,4
看2,5,B2,核心詞,ㄎㄢ,kān,1808,3076
刊登,5,B2,教育、學習,ㄎㄢ ㄉㄥ,kān dēng,17,3
看診,5,B2,身體、醫療,ㄎㄢˋ ㄓㄣˇ,kàn zhěn,6,10
抗拒,5,B2,核心詞,ㄎㄤˋ ㄐㄩˋ,kàng jù,27,7
抗議,5,B2,社會,ㄎㄤˋ ㄧˋ,kàng yì,29,70
考量,5,B2,核心詞,ㄎㄠˇ ㄌㄧㄤˊ,kǎo liáng,34,31
考取,5,B2,教育、學習,ㄎㄠˇ ㄑㄩˇ,kǎo qǔ,4,4
烤箱,5,B2,餐飲、烹飪,ㄎㄠˇ ㄒㄧㄤ,kǎo xiāng,4,5
考驗,5,B2,核心詞,ㄎㄠˇ ㄧㄢˋ,kǎo yàn,26,56
科,5,B2,教育、學習,ㄎㄜ,kē,18,25
可見,5,B2,核心詞,ㄎㄜˇ ㄐㄧㄢˋ,kě jiàn,15,16
可口,5,B2,餐飲、烹飪,ㄎㄜˇ ㄎㄡˇ,kě kǒu,10,6
可惡,5,B2,核心詞,ㄎㄜˇ ㄨˋ,kě wù,10,4
可信,5,B2,核心詞,ㄎㄜˇ ㄒㄧㄣˋ,kě xìn,8,2
刻,5,B2,核心詞,ㄎㄜˋ,kè,67,40
客,5,B2,購物、商店,ㄎㄜˋ,kè,10,15
克服,5,B2,核心詞,ㄎㄜˋ ㄈㄨˊ,kè fú,50,53
客觀,5,B2,情緒、態度,ㄎㄜˋ ㄍㄨㄢ,kè guān,37,10
課業,5,B2,教育、學習,ㄎㄜˋ ㄧㄝˋ,kè yè,11,12
空難,5,B2,安全,ㄎㄨㄥ ㄋㄢˋ,kōng nàn,4,3
空手,5,B2,核心詞,ㄎㄨㄥ ㄕㄡˇ,kōng shǒu,3,1
空運,5,B2,公共服務,ㄎㄨㄥ ㄩㄣˋ,kōng yùn,2,3
恐懼,5,B2,情緒、態度,ㄎㄨㄥˇ ㄐㄩˋ,kǒng jù,108,33
空白,5,B2,休閒、娛樂,ㄎㄨㄥˋ ㄅㄞˊ,kòng bái,14,9
空地,5,B2,日常起居,ㄎㄨㄥˋ ㄉㄧˋ,kòng dì,12,6
空閒,5,B2,職業,ㄎㄨㄥˋ ㄒㄧㄢˊ,kòng xián,6,6
控制,5,B2,核心詞,ㄎㄨㄥˋ ㄓˋ,kòng zhì,176,122
口才,5,B2,社交、人際,ㄎㄡˇ ㄘㄞˊ,kǒu cái,4,3
口號,5,B2,社會,ㄎㄡˇ ㄏㄠˋ,kǒu hào,18,14
口氣,5,B2,核心詞,ㄎㄡˇ ㄑㄧˋ,kǒu qì,25,4
口頭,5,B2,核心詞,ㄎㄡˇ ㄊㄡˊ,kǒu tóu,11,4
口語,5,B2,個人資料,ㄎㄡˇ ㄩˇ,kǒu yǔ,11,3
哭泣,5,B2,核心詞,ㄎㄨ ㄑㄧˋ,kū qì,26,4
苦惱,5,B2,情緒、態度,ㄎㄨˇ ㄋㄠˇ,kǔ nǎo,15,5
庫,5,B2,,ㄎㄨˋ,kù,3,1
誇獎/誇,5,B2,社交、人際,ㄎㄨㄚ ㄐㄧㄤˇ/ㄎㄨㄚ,kuā jiǎng/kuā,15,7
誇張,5,B2,休閒、娛樂,ㄎㄨㄚ ㄓㄤ,kuā zhāng,27,19
垮,5,B2,核心詞,ㄎㄨㄚˇ,kuǎ,7,7
跨,5,B2,核心詞,ㄎㄨㄚˋ,kuà,29,20
跨國,5,B2,職業,ㄎㄨㄚˋ ㄍㄨㄛˊ,kuà guó,11,5
快遞,5,B2,公共服務,ㄎㄨㄞˋ ㄉㄧˋ,kuài dì,5,2
寬廣,5,B2,核心詞,ㄎㄨㄢ ㄍㄨㄤˇ,kuān guǎng,13,10
狂,5,B2,情緒、態度,ㄎㄨㄤˊ,kuáng,21,7
困,5,B2,核心詞,ㄎㄨㄣˋ,kùn,14,25
困境,5,B2,核心詞,ㄎㄨㄣˋ ㄐㄧㄥˋ,kùn jìng,45,38
困擾,5,B2,核心詞,ㄎㄨㄣˋ ㄖㄠˇ,kùn rǎo,55,31
擴大,5,B2,職業,ㄎㄨㄛˋ ㄉㄚˋ,kuò dà,46,53
擴張,5,B2,職業,ㄎㄨㄛˋ ㄓㄤ,kuò zhāng,22,14
喇叭,5,B2,科技,ㄌㄚˇ ㄅㄚ,lǎ bā,8,8
蠟燭,5,B2,核心詞,ㄌㄚˋ ㄓㄨˊ,là zhú,17,12
來電,5,B2,核心詞,ㄌㄞˊ ㄉㄧㄢˋ,lái diàn,7,2
來臨,5,B2,核心詞,ㄌㄞˊ ㄌㄧㄣˊ,lái lín,27,22
攔,5,B2,核心詞,ㄌㄢˊ,lán,5,6
懶惰,5,B2,核心詞,ㄌㄢˇ ㄉㄨㄛˋ,lǎn duò,9,10
爛,5,B2,餐飲、烹飪,ㄌㄢˋ,làn,33,27
狼,5,B2,自然環境,ㄌㄤˊ,láng,50,13
嘮叨,5,B2,核心詞,ㄌㄠˊ ㄉㄠ,láo dāo,7,3
勞動,5,B2,職業,ㄌㄠˊ ㄉㄨㄥˋ,láo dòng,36,19
勞工,5,B2,職業,ㄌㄠˊ ㄍㄨㄥ,láo gōng,14,31
老大,5,B2,核心詞,ㄌㄠˇ ㄉㄚˋ,lǎo dà,31,26
老家,5,B2,日常起居,ㄌㄠˇ ㄐㄧㄚ,lǎo jiā,15,25
老舊,5,B2,日常起居,ㄌㄠˇ ㄐㄧㄡˋ,lǎo jiù,11,12
老人家,5,B2,核心詞,ㄌㄠˇ ㄖㄣˊ ˙ㄐㄧㄚ,lǎo rén jia,36,77
老實,5,B2,情緒、態度,ㄌㄠˇ ㄕˊ,lǎo shí,18,17
老天/老天爺,5,B2,核心詞,ㄌㄠˇ ㄊㄧㄢ/ㄌㄠˇ ㄊㄧㄢ ㄧㄝˊ,lǎo tiān/ lǎo tiān yé,18,17
老頭/老頭子,5,B2,核心詞,ㄌㄠˇ ㄊㄡˊ/ㄌㄠˇ ㄊㄡˊ ˙ㄗ,lǎo tóu/lǎo tóu zi,54,2
老鷹/鷹,5,B2,自然環境,ㄌㄠˇ ㄧㄥ/ㄧㄥ,lǎo yīng/yīng,27,22
樂意,5,B2,核心詞,ㄌㄜˋ ㄧˋ,lè yì,18,11
樂園,5,B2,休閒、娛樂,ㄌㄜˋ ㄩㄢˊ,lè yuán,8,2
雷,5,B2,自然環境,ㄌㄟˊ,léi,13,18
累積,5,B2,核心詞,ㄌㄟˇ ㄐㄧ,lěi jī,58,75
類別,5,B2,教育、學習,ㄌㄟˋ ㄅㄧㄝˊ,lèi bié,32,3
淚水,5,B2,身體、醫療,ㄌㄟˋ ㄕㄨㄟˇ,lèi shuǐ,24,6
類似,5,B2,核心詞,ㄌㄟˋ ㄙˋ,lèi sì,111,94
冷冰冰,5,B2,情緒、態度,ㄌㄥˇ ㄅㄧㄥ ㄅㄧㄥ,lěng bīng bīng,4,3
冷淡,5,B2,社交、人際,ㄌㄥˇ ㄉㄢˋ,lěng dàn,10,2
冷凍,5,B2,餐飲、烹飪,ㄌㄥˇ ㄉㄨㄥˋ,lěng dòng,8,9
冷靜,5,B2,個人資料,ㄌㄥˇ ㄐㄧㄥˋ,lěng jìng,37,21
冷漠,5,B2,社交、人際,ㄌㄥˇ ㄇㄛˋ,lěng mò,18,5
梨,5,B2,餐飲、烹飪,ㄌㄧˊ,lí,8,8
離職,5,B2,職業,ㄌㄧˊ ㄓˊ,lí zhí,8,2
禮服,5,B2,購物、商店,ㄌㄧˇ ㄈㄨˊ,lǐ fú,10,4
理解,5,B2,核心詞,ㄌㄧˇ ㄐㄧㄝˇ,lǐ jiě,147,50
理論,5,B2,教育、學習,ㄌㄧˇ ㄌㄨㄣˋ,lǐ lùn,229,35
理所當然,5,B2,情緒、態度,ㄌㄧˇ ㄙㄨㄛˇ ㄉㄤ ㄖㄢˊ,lǐ suǒ dāng rán,23,8
理性,5,B2,情緒、態度,ㄌㄧˇ ㄒㄧㄥˋ,lǐ xìng,61,14
禮儀,5,B2,文化,ㄌㄧˇ ㄧˊ,lǐ yí,19,14
理智,5,B2,情緒、態度,ㄌㄧˇ ㄓˋ,lǐ zhì,21,3
哩/英里,5,B2,核心詞,ㄌㄧˇ/ㄧㄥ ㄌㄧˇ,lǐ/yīng lǐ,53,8
利,5,B2,核心詞,ㄌㄧˋ,lì,35,26
粒,5,B2,核心詞,ㄌㄧˋ,lì,20,34
曆,5,B2,,ㄌㄧˋ,lì,1,0
立場,5,B2,核心詞,ㄌㄧˋ ㄔㄤˊ,lì cháng,54,51
立即,5,B2,核心詞,ㄌㄧˋ ㄐㄧˊ,lì jí,109,20
力量,5,B2,核心詞,ㄌㄧˋ ㄌㄧㄤˋ,lì liàng,208,227
利潤,5,B2,購物、商店,ㄌㄧˋ ㄖㄨㄣˋ,lì rùn,26,16
利息,5,B2,公共服務,ㄌㄧˋ ㄒㄧˊ,lì xí,9,11
利益,5,B2,社會,ㄌㄧˋ ㄧˋ,lì yì,71,38
聯合,5,B2,社會,ㄌㄧㄢˊ ㄏㄜˊ,lián hé,40,38
聯合國,5,B2,社會,ㄌㄧㄢˊ ㄏㄜˊ ㄍㄨㄛˊ,lián hé guó,10,170
連接,5,B2,科技,ㄌㄧㄢˊ ㄐㄧㄝ,lián jiē,30,14
連忙,5,B2,核心詞,ㄌㄧㄢˊ ㄇㄤˊ,lián máng,34,1
聯盟,5,B2,社會,ㄌㄧㄢˊ ㄇㄥˊ,lián méng,31,64
聯繫/連繫,5,B2,社交、人際,ㄌㄧㄢˊ ㄒㄧˋ,lián xì,45,18
連線,5,B2,科技,ㄌㄧㄢˊ ㄒㄧㄢˋ,lián xiàn,6,5
聯想,5,B2,文化,ㄌㄧㄢˊ ㄒㄧㄤˇ,lián xiǎng,22,6
連續劇,5,B2,休閒、娛樂,ㄌㄧㄢˊ ㄒㄩˋ ㄐㄩˋ,lián xù jù,5,3
臉頰,5,B2,身體、醫療,ㄌㄧㄢˇ ㄐㄧㄚˊ,liǎn jiá,17,2
臉孔,5,B2,身體、醫療,ㄌㄧㄢˇ ㄎㄨㄥˇ,liǎn kǒng,14,5
量2,5,B2,核心詞,ㄌㄧㄤˊ,liáng,34,167
糧食,5,B2,餐飲、烹飪,ㄌㄧㄤˊ ㄕˊ,liáng shí,29,100
涼爽,5,B2,交通、旅遊,ㄌㄧㄤˊ ㄕㄨㄤˇ,liáng shuǎng,6,8
良心,5,B2,安全,ㄌㄧㄤˊ ㄒㄧㄣ,liáng xīn,17,13
料理,5,B2,餐飲、烹飪,ㄌㄧㄠˋ ㄌㄧˇ,liào lǐ,21,55
裂,5,B2,核心詞,ㄌㄧㄝˋ,liè,7,13
列,5,B2,,ㄌㄧㄝˋ,liè,38,14
淋,5,B2,餐飲、烹飪,ㄌㄧㄣˊ,lín,10,13
臨時,5,B2,核心詞,ㄌㄧㄣˊ ㄕˊ,lín shí,30,47
靈感,5,B2,休閒、娛樂,ㄌㄧㄥˊ ㄍㄢˇ,líng gǎn,19,20
靈活,5,B2,身體、醫療,ㄌㄧㄥˊ ㄏㄨㄛˊ,líng huó,19,11
零件,5,B2,公共服務,ㄌㄧㄥˊ ㄐㄧㄢˋ,líng jiàn,27,12
領帶,5,B2,購物、商店,ㄌㄧㄥˇ ㄉㄞˋ,lǐng dài,10,1
領導,5,B2,職業,ㄌㄧㄥˇ ㄉㄠˇ,lǐng dǎo,82,36
領先,5,B2,休閒、娛樂,ㄌㄧㄥˇ ㄒㄧㄢ,lǐng xiān,19,4
領袖,5,B2,社會,ㄌㄧㄥˇ ㄒㄧㄡˋ,lǐng xiù,58,42
領子,5,B2,購物、商店,ㄌㄧㄥˇ ˙ㄗ,lǐng zi,3,2
令,5,B2,核心詞,ㄌㄧㄥˋ,lìng,497,115
流產,5,B2,,ㄌㄧㄡˊ ㄔㄢˇ,liú chǎn,6,2
流程,5,B2,職業,ㄌㄧㄡˊ ㄔㄥˊ,liú chéng,25,18
流傳,5,B2,核心詞,ㄌㄧㄡˊ ㄔㄨㄢˊ,liú chuán,28,19
流動,5,B2,自然環境,ㄌㄧㄡˊ ㄉㄨㄥˋ,liú dòng,26,29
